4334
3335	2252	15
1692	2898	35
855	2756	35
3645	2551	13
48	3014	16
2982	778	35
3161	1603	35
1240	1683	35
4246	3048	3
359	1137	3
100	1713	13
1981	2546	35
4336	373	13
26	2011	35
241	2605	16
264	2352	23
3389	3035	35
789	3833	0
2471	3301	3
4336	3374	3
779	4037	35
813	3766	35
1411	1865	35
2671	375	35
399	3982	3
616	2453	3
3597	4396	31
595	417	35
3333	2922	35
1352	2899	35
2471	78	3
401	2696	23
1168	3494	3
814	37	13
3497	4155	4
3587	3022	35
1126	3083	35
3759	3468	16
507	4340	35
378	3893	35
4427	2696	23
1419	3223	31
1939	1721	35
4246	3607	35
1131	2684	41
35	3833	17
3712	2343	8
2872	3898	35
2776	3535	13
3201	3295	35
1454	770	35
2690	655	31
2078	3480	35
3384	3352	3
1705	4393	3
4126	3014	16
2776	1237	35
1131	404	2
855	489	35
1478	1477	35
2862	108	35
3732	3810	3
2269	9	6
3967	2945	35
3587	1561	35
2101	3833	17
616	649	3
200	4328	35
2471	3272	3
2008	2952	35
3486	3445	35
26	2477	3
4301	3487	35
2012	1722	21
1205	1852	29
3748	2236	35
2471	4232	3
855	3601	35
2585	3833	0
740	4337	41
2690	438	44
3000	438	44
35	2682	3
1793	43	35
474	3933	35
4029	1127	35
2471	1319	3
3230	3230	33
4359	3990	35
708	1482	3
3670	2117	35
2351	1069	35
2912	49	35
2659	4365	35
3269	2063	35
2163	962	31
1990	962	31
595	2358	35
235	3014	16
3618	984	8
1780	703	41
855	4051	35
2460	2836	3
399	3833	17
4427	438	44
1577	1946	35
3269	888	35
3322	438	44
134	3591	3
3000	4385	13
399	3499	29
1240	2998	35
1168	3214	3
241	370	35
2096	3833	15
1635	1635	33
2096	438	44
1411	4219	35
2471	236	3
1910	964	35
359	3014	16
3946	4155	4
252	47	35
1619	1619	33
923	4069	35
3830	820	35
3619	4304	35
4413	2684	41
27	4057	33
100	3833	17
2916	3450	35
56	1158	35
3644	3704	3
2286	3935	3
2316	655	31
2427	2595	13
1774	3278	35
12	3606	35
1577	890	35
264	2687	31
82	3833	17
1411	2401	35
464	2154	35
1279	3014	16
2329	1820	31
1501	2603	35
3255	2356	3
1240	2175	35
1969	1820	31
3946	2537	8
4303	2293	35
905	3833	23
257	799	35
1990	4129	15
3189	3128	35
4432	2087	35
665	1866	35
1302	3014	16
1201	3833	23
3187	1199	35
1240	1604	35
2883	1098	35
176	2589	35
3875	4170	35
1908	3833	0
3561	567	21
1277	3833	17
3823	3319	35
26	544	3
3144	438	44
2646	1580	35
813	2208	29
1240	3709	35
2512	438	44
1187	400	35
4198	991	35
76	2240	35
3635	191	6
48	2108	29
241	402	31
1232	3924	3
3365	225	15
3905	2684	41
4255	270	35
1886	3664	13
1708	3053	3
3761	3980	35
2924	4413	41
1780	1115	6
4064	1812	25
15	2090	41
2800	1901	3
975	4045	35
4369	2637	35
2089	143	35
775	1678	35
789	3520	16
1307	3833	0
4198	438	44
2545	4279	35
1467	3692	35
3357	646	35
3467	3333	2
486	1232	2
1450	2579	33
3360	748	35
2105	3833	29
1784	3055	35
12	3658	35
3317	1973	36
1051	3577	35
399	3733	3
3398	734	3
119	3178	35
2946	3014	16
4392	3833	17
3262	3943	35
814	3833	17
3670	559	35
923	3266	35
1068	2144	35
4427	715	3
2310	3065	35
2800	4446	23
4337	1666	33
2310	3713	13
1780	4074	43
1411	4011	35
352	1852	13
352	3833	0
1131	1131	33
1419	2112	15
651	2625	35
4246	1176	3
2140	1220	3
2099	3833	44
3046	821	2
2982	438	44
3137	3500	13
3227	350	3
4430	3653	35
4369	66	13
160	2187	29
1663	4142	2
635	4264	35
1780	4337	41
665	2535	35
3417	2869	6
378	3464	3
1076	1315	35
3974	1977	35
3759	3495	23
3262	3664	29
1965	1283	3
3798	2067	3
1302	300	35
2493	1841	35
2105	3833	15
855	2409	35
1663	2684	41
3467	1281	2
3433	3688	35
2856	1096	15
2329	591	3
708	4215	31
3262	424	35
3805	166	35
207	3847	35
4301	3487	35
4412	132	15
1093	485	23
708	438	44
692	3590	35
220	85	35
1805	3014	16
4159	2363	35
2099	4044	23
3712	2536	7
3597	3389	3
4141	3697	35
474	1988	35
1240	3235	35
2369	630	7
616	2243	16
3161	3431	35
1307	1467	3
359	1174	3
1411	4269	35
855	3855	35
2369	1518	36
3269	3356	35
2099	3014	16
3269	197	35
284	2728	35
3635	133	2
855	2483	35
4288	532	35
3623	50	35
813	1696	35
4427	4121	3
1354	2467	35
140	2604	35
2292	2577	35
1307	3032	29
3597	3833	15
2874	1189	3
594	1707	35
2924	3561	36
3623	1312	35
1925	2747	35
3046	3046	33
82	4437	3
1544	2797	35
871	429	35
1663	1670	41
4246	2632	3
2646	3462	3
81	2538	35
4246	1925	3
1240	3833	17
2624	334	35
4303	4261	35
4438	2145	21
8	4053	41
1780	4413	41
2471	3833	17
1034	1141	35
2516	2090	41
3046	1131	41
1240	768	35
1705	402	31
119	1464	3
3467	1941	6
1577	4136	35
2140	3833	15
1411	2875	35
4427	1299	3
3046	3245	41
2213	2928	23
1805	2541	35
594	1362	35
3561	35	2
99	3258	35
119	3796	23
3732	2214	3
2867	1500	13
1354	3014	16
3417	1405	24
3537	1701	23
3644	4055	13
2700	1959	12
692	1048	3
3335	3377	23
1910	3833	17
1240	77	35
3644	3014	16
1705	183	3
2699	2900	31
1205	438	44
4427	2588	3
3262	4396	31
1910	4396	31
2646	4005	3
2585	3587	3
1886	1287	3
1232	2890	35
3039	2033	35
4147	438	44
818	3833	15
207	478	15
486	1230	43
2023	3668	35
3691	1461	35
4056	2250	3
4196	1820	31
2012	1875	19
359	4403	3
1501	3014	16
1503	704	35
623	2047	35
2620	438	44
2471	1862	3
1360	3243	35
1780	2090	41
2455	2571	35
4255	3114	15
703	703	41
3728	174	35
580	2104	35
1302	2722	29
3	2459	35
3273	2684	41
4221	3913	13
3537	3249	35
1703	1349	35
821	483	31
3384	66	13
3467	3805	2
855	438	44
616	2971	3
600	1830	35
4142	3833	17
3946	2567	6
2329	3019	23
3467	2646	2
802	4090	35
2310	3014	16
855	3014	16
3398	3833	15
1000	4404	35
3467	853	2
2867	3528	35
3640	1278	35
2560	438	44
119	1772	35
3384	1123	3
2961	2737	3
855	3873	35
1332	2698	35
568	4227	3
692	1286	13
595	3626	35
1279	3631	29
284	4275	35
3335	3215	35
3642	3833	23
362	3835	35
692	1106	3
813	1603	35
855	3111	35
1910	4420	35
1232	3547	3
2879	3906	35
2176	1832	35
1752	3153	29
2800	4225	3
4142	438	44
1619	3905	41
2478	747	35
4422	186	35
3257	3204	35
1965	453	3
26	274	3
134	1051	3
3122	1806	35
648	2166	29
4196	1623	35
855	1274	35
1298	3775	35
789	1071	35
4246	4025	23
3616	2001	35
1153	2873	35
1708	3879	35
3623	86	23
3963	438	44
324	2557	35
1232	2344	3
677	4192	35
4432	3457	35
2419	2702	35
3384	1029	3
4246	2926	3
1232	685	35
1705	3833	15
1663	486	41
3615	1271	10
1422	2361	35
281	3978	43
1526	1711	41
35	4333	3
2427	438	44
3255	3833	44
4445	1242	35
1201	512	35
399	1215	3
2516	3390	6
2269	2893	43
3469	703	41
1240	3981	35
2872	1587	35
3635	2012	41
696	427	3
1240	1323	35
3137	3833	17
3189	2608	35
3826	1156	35
1952	94	3
3623	3524	35
1277	3833	0
1298	2147	35
2140	438	44
708	1425	15
3469	2537	8
616	2297	3
1240	3409	35
3161	3610	23
3046	4384	2
464	3833	17
3046	1302	2
923	3925	35
1846	1846	33
740	740	33
3384	3789	3
1411	2051	35
689	3833	17
1439	3833	15
883	0	31
946	1735	21
264	1625	29
4336	128	15
3384	4424	3
1232	3070	35
2096	2900	31
1501	3833	0
855	4348	35
2213	3833	17
2907	435	35
3763	2193	35
3317	3797	41
3467	1952	2
1168	355	23
2657	3833	15
1689	1681	8
1187	438	44
2219	4236	35
264	1625	13
3322	1338	35
1439	3242	23
2471	540	3
1240	2583	35
3189	1068	3
1289	3833	0
855	4277	35
2329	1750	35
102	1786	35
3230	703	41
3875	858	35
1411	3367	35
696	2845	3
2351	1395	35
595	993	35
1990	3833	17
1126	873	35
2825	3571	35
399	265	3
3333	3507	35
2872	438	44
1886	3833	17
1969	3014	16
168	1936	35
61	1437	35
1474	121	35
2867	1779	35
708	3014	16
692	1164	16
3189	986	13
3255	2635	13
1205	3833	15
3187	1199	35
2658	1027	29
1450	3556	43
4246	1200	3
1420	855	2
3269	33	35
2478	3078	13
3365	4396	31
1206	5	35
2310	2349	35
4255	2264	35
1846	2924	41
4056	1475	3
4019	1148	35
855	1195	35
3623	2380	31
2286	438	44
364	3833	0
855	4077	35
2478	1348	3
4413	1277	2
2420	1263	35
1420	3469	41
1232	1550	3
2351	1249	35
2940	2635	29
4198	3833	17
4448	3385	35
399	3028	3
35	1719	3
2419	112	35
703	2195	8
2673	1917	35
2213	3833	15
1844	3014	16
2351	3402	35
4392	3889	3
3384	2139	3
3538	3833	17
2427	3852	3
1172	2623	35
2924	1655	43
1262	3833	15
1847	454	35
1281	1820	31
1307	3833	15
616	2905	3
1856	3833	0
2310	3833	17
1873	1960	35
2684	12	2
3227	3833	17
1240	3313	35
2140	2553	3
871	4235	35
4430	3833	0
4311	402	31
378	4208	35
387	3008	35
2229	3236	16
2101	2615	35
3398	438	44
2800	663	3
854	1107	3
3439	1179	35
1240	4154	35
1827	2353	15
987	3622	3
1232	4394	35
3963	2798	3
2598	831	29
1354	268	13
207	2611	35
2581	3833	17
2955	4	16
1439	3833	44
2448	2943	35
3467	4412	2
855	4347	13
3644	3833	0
1708	1493	35
3757	3290	23
1289	901	29
1232	1352	3
1740	640	35
4198	2517	3
56	3130	35
2460	438	44
44	326	35
2340	3833	17
678	1445	35
2140	1847	3
35	554	23
1663	936	2
3635	3317	41
3645	3833	17
3046	364	2
15	631	6
2477	3168	35
4053	2709	19
2673	2888	35
82	3833	15
2329	4172	3
616	3833	15
3365	746	35
1205	1336	35
4355	438	44
3570	2187	13
2671	3683	35
2872	725	16
2234	1484	35
3863	2900	31
401	1625	13
1240	2133	35
3732	3316	3
3816	4210	35
2632	1928	35
1846	1947	43
2229	3034	35
126	1209	35
1411	1539	35
1277	2167	3
2512	849	35
703	1563	6
3273	3618	41
3749	1396	35
1041	709	35
2883	4376	35
4019	2631	35
3712	1780	41
1952	2574	15
1240	242	35
983	4323	35
352	3833	15
740	3635	41
1240	4226	35
3752	1956	3
378	1638	35
4427	4293	3
1705	3755	3
614	320	35
2369	3549	19
4413	3467	41
27	1663	41
2310	2808	35
3189	4080	35
3398	3833	17
4355	4108	35
692	2796	3
3484	1363	35
2310	2439	35
3269	2991	35
1420	4133	43
2982	3014	16
779	3314	35
378	4251	35
855	3617	35
12	962	31
2872	3833	0
1365	3156	35
813	3833	0
568	2137	3
183	4078	35
3227	202	3
3255	3833	17
3538	3702	35
486	264	2
3992	4349	35
740	3467	41
2003	4406	35
3381	244	15
3712	3512	6
3963	3833	17
2912	3833	0
488	636	35
2478	3201	3
987	959	31
27	4152	6
3874	2706	35
4147	2262	3
3469	3921	33
1240	4339	35
905	1579	35
3227	2647	29
1302	312	23
3335	438	44
3642	4206	35
1705	686	3
692	3087	3
2872	3085	29
2598	3064	16
983	4016	35
3752	3833	17
3615	1518	36
678	3371	35
2646	438	44
855	2651	35
187	2956	35
1769	3254	35
4121	382	35
703	740	41
3963	2219	3
134	1075	13
2587	557	35
3262	3664	13
3712	3273	41
4019	982	35
1302	483	31
2135	1401	35
2512	409	3
399	1154	3
546	595	2
2471	1541	3
1298	1505	31
2872	2029	3
3133	348	35
2060	3467	41
3863	4259	3
3752	807	3
1240	2534	35
2512	2614	23
1956	1739	35
119	1393	29
3505	3021	35
2407	1331	35
2316	3833	15
813	2208	13
2286	1213	3
4024	2090	36
2168	1061	35
2163	3833	17
1240	1118	35
4246	220	3
486	3946	41
3623	3105	35
2965	3944	35
2351	2129	13
1146	2206	35
3992	494	35
4056	2393	3
99	1038	35
2471	3014	16
207	217	35
3467	1860	34
4412	3014	16
1805	3833	15
2657	4380	29
3875	563	35
975	4114	35
1708	1112	35
2912	3705	35
3433	4442	35
2867	3881	35
3497	3497	33
3875	2322	35
1705	2849	13
3635	359	2
3090	3330	13
2699	3767	3
1240	3593	35
321	1081	35
855	2988	35
4293	293	35
1439	1334	3
4064	2630	34
616	3129	3
1356	146	33
3561	1670	41
3712	1420	41
1232	1744	3
1354	3627	35
1187	4058	35
3757	3833	0
1828	153	35
12	3177	35
1232	4241	35
3322	4248	35
352	962	31
2940	438	44
2867	1292	35
2460	103	29
1633	4146	31
3963	1940	3
1526	3529	6
3322	698	35
2874	438	44
4448	2391	35
1698	2276	35
2351	4391	31
100	1713	15
2872	63	3
3537	2942	3
1093	1714	35
2471	2731	3
1034	2107	35
464	3334	29
3031	2563	35
2213	2070	29
2638	4438	41
2286	3746	3
1663	2690	2
2329	3818	35
35	1743	3
1965	188	13
2867	886	3
696	724	3
2329	3014	16
818	3833	0
2982	553	29
176	4026	35
3963	1782	3
4255	438	44
2856	3047	23
2369	3469	41
3273	708	2
3581	3193	6
99	3833	17
2638	3526	33
3875	1982	35
1281	3014	16
2140	802	3
2638	2213	2
2329	1360	3
3752	2687	31
1240	333	35
936	1426	13
2856	1796	13
1782	1858	35
3273	2537	8
3322	2259	35
1411	51	35
2471	3880	3
2469	903	35
905	322	35
1846	2621	8
2638	4290	6
2916	1746	35
855	2082	35
1279	3223	31
2987	3833	0
3959	3941	31
855	4383	35
4430	3768	29
3930	2551	13
3561	885	19
284	4351	35
733	4344	35
3262	438	44
35	438	44
3644	3833	17
359	3803	3
854	1536	3
3090	4396	31
814	438	44
3732	1756	3
855	315	35
855	981	35
2982	1749	3
1087	2088	35
359	402	31
2089	986	13
439	626	35
4246	2985	35
1232	426	3
1131	1730	41
1240	2353	15
703	2269	41
1762	2730	35
2140	2015	3
1411	2097	35
2699	3833	17
3384	2158	3
3214	2549	35
2529	492	35
1908	2900	31
3537	875	3
1420	3384	2
4255	3833	17
3587	3022	35
814	3833	0
779	2454	35
3581	313	33
2646	1257	29
99	1157	29
2469	2180	35
82	3833	0
3322	3081	35
3597	1447	3
855	3730	35
2529	4085	35
3597	1368	3
1076	3514	35
3732	3844	3
855	2458	35
987	269	3
3384	4321	3
591	1798	35
378	1598	3
352	3833	17
3433	369	35
3691	3157	35
399	1939	3
1240	2429	35
3959	1651	17
3189	2584	35
648	3833	15
4126	438	44
3046	2924	41
3564	3833	0
4369	438	44
332	1409	35
2310	438	44
2329	387	3
1670	2537	8
855	2221	35
1131	703	41
48	962	31
1168	268	13
2961	1659	3
4056	249	29
290	510	35
1844	3614	35
4430	1019	16
3469	401	2
677	4171	35
3469	4427	2
2700	4350	42
2940	1028	23
1828	4	16
2286	3671	29
2471	3272	3
4337	2600	43
1969	3406	3
134	2687	31
378	129	23
854	3718	3
2754	3918	18
2754	1201	2
1828	3833	17
3274	1984	35
1240	1693	35
3665	1020	35
2471	3833	0
3963	1820	31
1560	4086	35
3333	3833	0
2872	1022	3
3538	1566	35
413	4143	35
3280	856	35
1093	3101	29
2673	816	35
3066	3783	35
3433	3984	13
616	438	44
814	4410	23
818	438	44
4393	53	35
1201	490	35
4412	3050	29
2940	3014	16
119	438	44
3759	3223	31
456	1320	35
4311	3833	23
4115	4300	35
1828	1236	3
1828	4081	35
687	1581	35
464	16	35
615	3342	35
2460	3014	16
1289	2438	3
1828	3587	3
696	3498	35
1952	438	44
99	798	35
235	438	44
2632	790	35
3924	1606	35
3541	2402	35
3137	3833	0
4413	3635	41
4255	1490	35
3587	13	35
2340	438	44
26	800	3
1356	3615	41
3597	1914	3
1126	2824	35
1168	1771	3
3946	2150	34
26	101	3
1232	140	3
1886	3969	3
3230	761	43
1439	2975	29
3538	620	35
4202	4224	35
1200	2977	35
855	2232	35
2517	2746	35
2229	962	31
3759	1317	13
200	2130	35
4294	3294	35
3797	3752	2
3384	2076	3
3623	941	35
905	2666	35
546	546	33
2754	3188	33
2445	2311	35
3597	286	29
2316	4320	3
2835	598	35
1240	2314	35
130	2465	35
1756	862	35
4246	923	3
855	4347	29
3635	1708	2
1844	2997	35
3752	3559	3
1663	3417	41
3616	2692	35
1298	150	35
2140	3691	3
2776	2160	35
3623	1991	35
3439	199	35
2585	438	44
883	3014	16
1577	2902	35
4427	1458	3
3255	2544	35
1450	2537	8
4024	555	33
1240	1056	35
789	3186	35
4255	4396	31
4198	3833	15
3909	992	35
1861	913	35
1925	2616	35
4221	2715	29
1705	2292	3
689	4353	35
1952	130	3
2417	3158	16
1663	235	2
3561	2090	41
3469	15	41
583	3776	35
4427	4186	13
689	3833	23
1910	1971	35
35	3383	3
1619	346	21
3639	3040	35
1068	4389	35
456	4022	35
1829	1872	35
765	1632	35
4412	4450	3
1965	190	3
3752	623	3
2417	358	44
1738	1333	35
2229	3535	13
2924	3635	41
2684	2389	6
3028	4096	35
1805	1855	31
3728	577	35
1560	930	35
855	569	35
4147	3608	15
1847	2949	35
1408	524	35
905	1310	35
1611	515	35
4126	2339	15
802	1387	35
4303	3841	35
3189	986	15
1447	4012	35
351	2200	35
3963	3833	15
3398	900	35
265	4105	35
3635	3398	2
2982	2884	3
119	2815	35
708	1425	13
1243	2346	35
1752	1143	3
1316	1073	35
546	4155	4
855	965	35
2867	3199	35
1365	2927	35
1910	3833	0
2916	3833	17
1232	3920	35
3398	402	31
2982	3649	3
1240	4354	29
703	2359	43
3381	962	31
2198	1725	35
323	3764	35
4392	3014	16
4302	887	16
2350	3833	0
3106	2492	43
3433	3132	3
3384	110	3
1708	159	3
1619	703	41
2690	3833	15
2690	3014	16
2930	3885	35
4093	3817	35
2340	4178	23
3538	4396	31
3449	2010	35
3875	2663	35
4115	1839	35
3335	237	35
814	962	31
2101	40	35
2916	1010	3
3623	1903	35
264	3915	35
2350	3598	29
1708	3164	23
4196	127	35
1629	193	35
1172	3568	35
2587	3014	16
3433	3726	35
3462	1037	35
359	3833	15
1262	2472	13
4280	3647	35
4427	4293	3
1763	3719	35
3644	2609	35
1232	3833	23
2961	438	44
3581	3808	8
2872	3833	17
119	3833	0
4056	2320	3
615	3342	35
2140	3028	3
2658	3833	15
4126	1863	3
2865	1667	35
352	3667	23
4427	2423	3
1187	1269	35
350	2274	35
4246	4071	3
2800	3837	3
1187	2740	35
2460	154	3
4198	2152	35
4318	661	35
2620	3833	17
2329	2419	3
100	893	23
1240	2967	35
3875	656	35
4359	3414	35
2982	4144	3
1131	4337	41
2460	103	15
1281	3833	0
2351	1802	35
765	2216	35
4274	1516	35
2101	3074	35
871	1511	35
3810	2124	35
48	2294	35
1240	440	35
1705	674	3
576	3745	35
2417	3833	0
4019	844	35
855	3284	35
1633	3014	16
4311	3785	35
2940	3038	35
4359	2791	35
3227	1345	3
3623	3833	0
905	894	35
1427	847	35
2089	3833	23
3752	3134	3
3269	3672	35
35	776	3
2987	263	29
3875	1594	35
1705	1769	3
3322	1592	35
2310	2288	35
82	92	3
3963	1225	3
2089	3632	35
3570	3523	35
677	879	3
3963	3874	3
2516	4198	2
82	3369	3
2140	3499	13
4250	3077	35
